cod_municipio,municipio,uf,regiao,populacao
3153400,PRESIDENTE OLEGÁRIO,MG,Sudeste,19627
3153509,ALTO JEQUITIBÁ,MG,Sudeste,8301
3153608,PRUDENTE DE MORAIS,MG,Sudeste,10834
3153707,QUARTEL GERAL,MG,Sudeste,3584
3153806,QUELUZITO,MG,Sudeste,1943
3153905,RAPOSOS,MG,Sudeste,16429
3154002,RAUL SOARES,MG,Sudeste,23711
3154101,RECREIO,MG,Sudeste,10520
3154150,REDUTO,MG,Sudeste,7201
3154200,RESENDE COSTA,MG,Sudeste,11540
3154309,RESPLENDOR,MG,Sudeste,17396
3154408,RESSAQUINHA,MG,Sudeste,4817
3154457,RIACHINHO,MG,Sudeste,8134
3154507,RIACHO DOS MACHADOS,MG,Sudeste,9476
3154606,RIBEIRÃO DAS NEVES,MG,Sudeste,338197
3154705,RIBEIRÃO VERMELHO,MG,Sudeste,4047
3154804,RIO ACIMA,MG,Sudeste,10420
3154903,RIO CASCA,MG,Sudeste,13473
3155009,RIO DOCE,MG,Sudeste,2620
3155108,RIO DO PRADO,MG,Sudeste,5133
3155207,RIO ESPERA,MG,Sudeste,5402
3155306,RIO MANSO,MG,Sudeste,5879
3155405,RIO NOVO,MG,Sudeste,8957
3155504,RIO PARANAÍBA,MG,Sudeste,12335
3155603,RIO PARDO DE MINAS,MG,Sudeste,31045
3155702,RIO PIRACICABA,MG,Sudeste,14332
3155801,RIO POMBA,MG,Sudeste,17959
3155900,RIO PRETO,MG,Sudeste,5485
3156007,RIO VERMELHO,MG,Sudeste,12739
3156106,RITÁPOLIS,MG,Sudeste,4562
3156205,ROCHEDO DE MINAS,MG,Sudeste,2320
3156304,RODEIRO,MG,Sudeste,8224
3156403,ROMARIA,MG,Sudeste,3520
3156452,ROSÁRIO DA LIMEIRA,MG,Sudeste,4622
3156502,RUBELITA,MG,Sudeste,5798
3156601,RUBIM,MG,Sudeste,10256
3156700,SABARÁ,MG,Sudeste,137125
3156809,SABINÓPOLIS,MG,Sudeste,15416
3156908,SACRAMENTO,MG,Sudeste,26374
3157005,SALINAS,MG,Sudeste,41699
3157104,SALTO DA DIVISA,MG,Sudeste,7012
3157203,SANTA BÁRBARA,MG,Sudeste,31604
3157252,SANTA BÁRBARA DO LESTE,MG,Sudeste,8181
3157278,SANTA BÁRBARA DO MONTE VERDE,MG,Sudeste,3182
3157302,SANTA BÁRBARA DO TUGÚRIO,MG,Sudeste,4407
3157336,SANTA CRUZ DE MINAS,MG,Sudeste,8664
3157377,SANTA CRUZ DE SALINAS,MG,Sudeste,4107
3157401,SANTA CRUZ DO ESCALVADO,MG,Sudeste,4725
3157500,SANTA EFIGÊNIA DE MINAS,MG,Sudeste,4381
3157609,SANTA FÉ DE MINAS,MG,Sudeste,3826
3157658,SANTA HELENA DE MINAS,MG,Sudeste,6386
3157708,SANTA JULIANA,MG,Sudeste,14255
3157807,SANTA LUZIA,MG,Sudeste,220444
3157906,SANTA MARGARIDA,MG,Sudeste,16302
3158003,SANTA MARIA DE ITABIRA,MG,Sudeste,10857
3158102,SANTA MARIA DO SALTO,MG,Sudeste,5217
3158201,SANTA MARIA DO SUAÇUÍ,MG,Sudeste,14611
3158300,SANTANA DA VARGEM,MG,Sudeste,7073
3158409,SANTANA DE CATAGUASES,MG,Sudeste,3891
3158508,SANTANA DE PIRAPAMA,MG,Sudeste,7589
3158607,SANTANA DO DESERTO,MG,Sudeste,3981
3158706,SANTANA DO GARAMBÉU,MG,Sudeste,2476
3158805,SANTANA DO JACARÉ,MG,Sudeste,4834
3158904,SANTANA DO MANHUAÇU,MG,Sudeste,8667
3158953,SANTANA DO PARAÍSO,MG,Sudeste,35369
3159001,SANTANA DO RIACHO,MG,Sudeste,4315
3159100,SANTANA DOS MONTES,MG,Sudeste,3765
3159209,SANTA RITA DE CALDAS,MG,Sudeste,8924
3159308,SANTA RITA DE JACUTINGA,MG,Sudeste,4863
3159357,SANTA RITA DE MINAS,MG,Sudeste,7268
3159407,SANTA RITA DE IBITIPOCA,MG,Sudeste,3402
3159506,SANTA RITA DO ITUETO,MG,Sudeste,5457
3159605,SANTA RITA DO SAPUCAÍ,MG,Sudeste,43753
3159704,SANTA ROSA DA SERRA,MG,Sudeste,3357
3159803,SANTA VITÓRIA,MG,Sudeste,19872
3159902,SANTO ANTÔNIO DO AMPARO,MG,Sudeste,18613
3160009,SANTO ANTÔNIO DO AVENTUREIRO,MG,Sudeste,3602
3160108,SANTO ANTÔNIO DO GRAMA,MG,Sudeste,3886
3160207,SANTO ANTÔNIO DO ITAMBÉ,MG,Sudeste,3799
3160306,SANTO ANTÔNIO DO JACINTO,MG,Sudeste,11604
3160405,SANTO ANTÔNIO DO MONTE,MG,Sudeste,28427
3160454,SANTO ANTÔNIO DO RETIRO,MG,Sudeste,7297
3160504,SANTO ANTÔNIO DO RIO ABAIXO,MG,Sudeste,1760
3160603,SANTO HIPÓLITO,MG,Sudeste,3065
3160702,SANTOS DUMONT,MG,Sudeste,46421
3160801,SÃO BENTO ABADE,MG,Sudeste,5349
3160900,SÃO BRÁS DO SUAÇUÍ,MG,Sudeste,3754
3160959,SÃO DOMINGOS DAS DORES,MG,Sudeste,5658
3161007,SÃO DOMINGOS DO PRATA,MG,Sudeste,17327
3161056,SÃO FÉLIX DE MINAS,MG,Sudeste,3362
3161106,SÃO FRANCISCO,MG,Sudeste,56477
3161205,SÃO FRANCISCO DE PAULA,MG,Sudeste,6520
3161304,SÃO FRANCISCO DE SALES,MG,Sudeste,6274
3161403,SÃO FRANCISCO DO GLÓRIA,MG,Sudeste,4800
3161502,SÃO GERALDO,MG,Sudeste,12562
3161601,SÃO GERALDO DA PIEDADE,MG,Sudeste,3910
3161650,SÃO GERALDO DO BAIXIO,MG,Sudeste,4059
3161700,SÃO GONÇALO DO ABAETÉ,MG,Sudeste,8459
3161809,SÃO GONÇALO DO PARÁ,MG,Sudeste,12597
3161908,SÃO GONÇALO DO RIO ABAIXO,MG,Sudeste,11019
3162005,SÃO GONÇALO DO SAPUCAÍ,MG,Sudeste,25561
3162104,SÃO GOTARDO,MG,Sudeste,35782
3162203,SÃO JOÃO BATISTA DO GLÓRIA,MG,Sudeste,7498
3162252,SÃO JOÃO DA LAGOA,MG,Sudeste,4932
3162302,SÃO JOÃO DA MATA,MG,Sudeste,2746
3162401,SÃO JOÃO DA PONTE,MG,Sudeste,25098
3162450,SÃO JOÃO DAS MISSÕES,MG,Sudeste,13125
3162500,SÃO JOÃO DEL REI,MG,Sudeste,90497
3162559,SÃO JOÃO DO MANHUAÇU,MG,Sudeste,11674
3162575,SÃO JOÃO DO MANTENINHA,MG,Sudeste,5918
3162609,SÃO JOÃO DO ORIENTE,MG,Sudeste,7444
3162658,SÃO JOÃO DO PACUÍ,MG,Sudeste,4448
3162708,SÃO JOÃO DO PARAÍSO,MG,Sudeste,23709
3162807,SÃO JOÃO EVANGELISTA,MG,Sudeste,15767
3162906,SÃO JOÃO NEPOMUCENO,MG,Sudeste,26447
3162922,SÃO JOAQUIM DE BICAS,MG,Sudeste,32148
3162948,SÃO JOSÉ DA BARRA,MG,Sudeste,7480
3162955,SÃO JOSÉ DA LAPA,MG,Sudeste,24135
3163003,SÃO JOSÉ DA SAFIRA,MG,Sudeste,4280
3163102,SÃO JOSÉ DA VARGINHA,MG,Sudeste,5079
3163201,SÃO JOSÉ DO ALEGRE,MG,Sudeste,4210
3163300,SÃO JOSÉ DO DIVINO,MG,Sudeste,3856
3163409,SÃO JOSÉ DO GOIABAL,MG,Sudeste,5387
3163508,SÃO JOSÉ DO JACURI,MG,Sudeste,6431
3163607,SÃO JOSÉ DO MANTIMENTO,MG,Sudeste,2806
3163706,SÃO LOURENÇO,MG,Sudeste,46202
3163805,SÃO MIGUEL DO ANTA,MG,Sudeste,6944
3163904,SÃO PEDRO DA UNIÃO,MG,Sudeste,4610
3164001,SÃO PEDRO DOS FERROS,MG,Sudeste,7706
3164100,SÃO PEDRO DO SUAÇUÍ,MG,Sudeste,5202
3164209,SÃO ROMÃO,MG,Sudeste,12529
3164308,SÃO ROQUE DE MINAS,MG,Sudeste,7076
3164407,SÃO SEBASTIÃO DA BELA VISTA,MG,Sudeste,5552
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,MG,Sudeste,3024
3164472,SÃO SEBASTIÃO DO ANTA,MG,Sudeste,6627
3164506,SÃO SEBASTIÃO DO MARANHÃO,MG,Sudeste,9963
3164605,SÃO SEBASTIÃO DO OESTE,MG,Sudeste,6863
3164704,SÃO SEBASTIÃO DO PARAÍSO,MG,Sudeste,71445
3164803,SÃO SEBASTIÃO DO RIO PRETO,MG,Sudeste,1492
3164902,SÃO SEBASTIÃO DO RIO VERDE,MG,Sudeste,2250
3165008,SÃO TIAGO,MG,Sudeste,10960
3165107,SÃO TOMÁS DE AQUINO,MG,Sudeste,7000
3165206,SÃO TOMÉ DAS LETRAS,MG,Sudeste,7120
3165305,SÃO VICENTE DE MINAS,MG,Sudeste,7815
3165404,SAPUCAÍ-MIRIM,MG,Sudeste,6989
3165503,SARDOÁ,MG,Sudeste,6361
3165537,SARZEDO,MG,Sudeste,33413
3165552,SETUBINHA,MG,Sudeste,12378
3165560,SEM-PEIXE,MG,Sudeste,2606
3165578,SENADOR AMARAL,MG,Sudeste,5361
3165602,SENADOR CORTES,MG,Sudeste,2003
3165701,SENADOR FIRMINO,MG,Sudeste,7858
3165800,SENADOR JOSÉ BENTO,MG,Sudeste,1461
3165909,SENADOR MODESTINO GONÇALVES,MG,Sudeste,4105
3166006,SENHORA DE OLIVEIRA,MG,Sudeste,5786
3166105,SENHORA DO PORTO,MG,Sudeste,3519
3166204,SENHORA DOS REMÉDIOS,MG,Sudeste,10467
3166303,SERICITA,MG,Sudeste,7333
3166402,SERITINGA,MG,Sudeste,1854
3166501,SERRA AZUL DE MINAS,MG,Sudeste,4292
3166600,SERRA DA SAUDADE,MG,Sudeste,776
3166709,SERRA DOS AIMORÉS,MG,Sudeste,8713
3166808,SERRA DO SALITRE,MG,Sudeste,11668
3166907,SERRANIA,MG,Sudeste,7668
3166956,SERRANÓPOLIS DE MINAS,MG,Sudeste,4809
3167004,SERRANOS,MG,Sudeste,1956
3167103,SERRO,MG,Sudeste,20940
3167202,SETE LAGOAS,MG,Sudeste,241835
3167301,SILVEIRÂNIA,MG,Sudeste,2264
3167400,SILVIANÓPOLIS,MG,Sudeste,6248
3167509,SIMÃO PEREIRA,MG,Sudeste,2618
3167608,SIMONÉSIA,MG,Sudeste,19736
3167707,SOBRÁLIA,MG,Sudeste,5514
3167806,SOLEDADE DE MINAS,MG,Sudeste,6189
3167905,TABULEIRO,MG,Sudeste,3708
3168002,TAIOBEIRAS,MG,Sudeste,34397
3168051,TAPARUBA,MG,Sudeste,3101
3168101,TAPIRA,MG,Sudeste,4832
3168200,TAPIRAÍ,MG,Sudeste,1872
3168309,TAQUARAÇU DE MINAS,MG,Sudeste,4099
3168408,TARUMIRIM,MG,Sudeste,14302
3168507,TEIXEIRAS,MG,Sudeste,11670
3168606,TEÓFILO OTONI,MG,Sudeste,140937
3168705,TIMÓTEO,MG,Sudeste,90568
3168804,TIRADENTES,MG,Sudeste,8072
3168903,TIROS,MG,Sudeste,6424
3169000,TOCANTINS,MG,Sudeste,16715
3169059,TOCOS DO MOJI,MG,Sudeste,4109
3169109,TOLEDO,MG,Sudeste,6297
3169208,TOMBOS,MG,Sudeste,7850
3169307,TRÊS CORAÇÕES,MG,Sudeste,80032
3169356,TRÊS MARIAS,MG,Sudeste,32716
3169406,TRÊS PONTAS,MG,Sudeste,56940
3169505,TUMIRITINGA,MG,Sudeste,6765
3169604,TUPACIGUARA,MG,Sudeste,25398
3169703,TURMALINA,MG,Sudeste,20125
3169802,TURVOLÂNDIA,MG,Sudeste,5070
3169901,UBÁ,MG,Sudeste,116797
3170008,UBAÍ,MG,Sudeste,12599
3170057,UBAPORANGA,MG,Sudeste,12493
3170107,UBERABA,MG,Sudeste,337092
3170206,UBERLÂNDIA,MG,Sudeste,699097
3170305,UMBURATIBA,MG,Sudeste,2596
3170404,UNAÍ,MG,Sudeste,84930
3170438,UNIÃO DE MINAS,MG,Sudeste,4284
3170479,URUANA DE MINAS,MG,Sudeste,3260
3170503,URUCÂNIA,MG,Sudeste,10345
3170529,URUCUIA,MG,Sudeste,17173
3170578,VARGEM ALEGRE,MG,Sudeste,6470
3170602,VARGEM BONITA,MG,Sudeste,2148
3170651,VARGEM GRANDE DO RIO PARDO,MG,Sudeste,5026
3170701,VARGINHA,MG,Sudeste,136602
3170750,VARJÃO DE MINAS,MG,Sudeste,7138
3170800,VÁRZEA DA PALMA,MG,Sudeste,39803
3170909,VARZELÂNDIA,MG,Sudeste,19305
3171006,VAZANTE,MG,Sudeste,20642
3171030,VERDELÂNDIA,MG,Sudeste,9443
3171071,VEREDINHA,MG,Sudeste,5727
3171105,VERÍSSIMO,MG,Sudeste,4045
3171154,VERMELHO NOVO,MG,Sudeste,4846
3171204,VESPASIANO,MG,Sudeste,129765
3171303,VIÇOSA,MG,Sudeste,79388
3171402,VIEIRAS,MG,Sudeste,3589
3171501,MATHIAS LOBATO,MG,Sudeste,3179
3171600,VIRGEM DA LAPA,MG,Sudeste,13740
3171709,VIRGÍNIA,MG,Sudeste,8663
3171808,VIRGINÓPOLIS,MG,Sudeste,10484
3171907,VIRGOLÂNDIA,MG,Sudeste,5340
3172004,VISCONDE DO RIO BRANCO,MG,Sudeste,42965
3172103,VOLTA GRANDE,MG,Sudeste,5261
3172202,WENCESLAU BRAZ,MG,Sudeste,2548
3200102,AFONSO CLÁUDIO,ES,Sudeste,30455
3200136,ÁGUIA BRANCA,ES,Sudeste,9631
3200169,ÁGUA DOCE DO NORTE,ES,Sudeste,10909
3200201,ALEGRE,ES,Sudeste,29975
3200300,ALFREDO CHAVES,ES,Sudeste,14636
3200359,ALTO RIO NOVO,ES,Sudeste,7874
3200409,ANCHIETA,ES,Sudeste,29779
3200508,APIACÁ,ES,Sudeste,7554
3200607,ARACRUZ,ES,Sudeste,103101
3200706,ATILIO VIVACQUA,ES,Sudeste,12105
3200805,BAIXO GUANDU,ES,Sudeste,31132
3200904,BARRA DE SÃO FRANCISCO,ES,Sudeste,44979
3201001,BOA ESPERANÇA,ES,Sudeste,15092
3201100,BOM JESUS DO NORTE,ES,Sudeste,9962
3201159,BREJETUBA,ES,Sudeste,12427
3201209,CACHOEIRO DE ITAPEMIRIM,ES,Sudeste,210589
3201308,CARIACICA,ES,Sudeste,383917
3201407,CASTELO,ES,Sudeste,37747
3201506,COLATINA,ES,Sudeste,123400
3201605,CONCEIÇÃO DA BARRA,ES,Sudeste,31273
3201704,CONCEIÇÃO DO CASTELO,ES,Sudeste,12806
3201803,DIVINO DE SÃO LOURENÇO,ES,Sudeste,4270
3201902,DOMINGOS MARTINS,ES,Sudeste,33986
3202009,DORES DO RIO PRETO,ES,Sudeste,6771
3202108,ECOPORANGA,ES,Sudeste,22835
3202207,FUNDÃO,ES,Sudeste,21948
3202256,GOVERNADOR LINDENBERG,ES,Sudeste,12880
3202306,GUAÇUÍ,ES,Sudeste,31122
3202405,GUARAPARI,ES,Sudeste,126701
3202454,IBATIBA,ES,Sudeste,26426
3202504,IBIRAÇU,ES,Sudeste,12591
3202553,IBITIRAMA,ES,Sudeste,8859
3202603,ICONHA,ES,Sudeste,13973
3202652,IRUPI,ES,Sudeste,13526
3202702,ITAGUAÇU,ES,Sudeste,14023
3202801,ITAPEMIRIM,ES,Sudeste,34656
3202900,ITARANA,ES,Sudeste,10494
3203007,IÚNA,ES,Sudeste,29290
3203056,JAGUARÉ,ES,Sudeste,31039
3203106,JERÔNIMO MONTEIRO,ES,Sudeste,12265
3203130,JOÃO NEIVA,ES,Sudeste,16722
3203163,LARANJA DA TERRA,ES,Sudeste,10933
3203205,LINHARES,ES,Sudeste,176688
3203304,MANTENÓPOLIS,ES,Sudeste,15503
3203320,MARATAÍZES,ES,Sudeste,38883
3203346,MARECHAL FLORIANO,ES,Sudeste,16920
3203353,MARILÂNDIA,ES,Sudeste,12963
3203403,MIMOSO DO SUL,ES,Sudeste,26115
3203502,MONTANHA,ES,Sudeste,18894
3203601,MUCURICI,ES,Sudeste,5496
3203700,MUNIZ FREIRE,ES,Sudeste,17319
3203809,MUQUI,ES,Sudeste,15526
3203908,NOVA VENÉCIA,ES,Sudeste,50434
3204005,PANCAS,ES,Sudeste,23306
3204054,PEDRO CANÁRIO,ES,Sudeste,26381
3204104,PINHEIROS,ES,Sudeste,27327
3204203,PIÚMA,ES,Sudeste,22053
3204252,PONTO BELO,ES,Sudeste,7940
3204302,PRESIDENTE KENNEDY,ES,Sudeste,11658
3204351,RIO BANANAL,ES,Sudeste,19271
3204401,RIO NOVO DO SUL,ES,Sudeste,11626
3204500,SANTA LEOPOLDINA,ES,Sudeste,12197
3204559,SANTA MARIA DE JETIBÁ,ES,Sudeste,41015
3204609,SANTA TERESA,ES,Sudeste,23724
3204658,SÃO DOMINGOS DO NORTE,ES,Sudeste,8687
3204708,SÃO GABRIEL DA PALHA,ES,Sudeste,38522
3204807,SÃO JOSÉ DO CALÇADO,ES,Sudeste,10546
3204906,SÃO MATEUS,ES,Sudeste,132642
3204955,SÃO ROQUE DO CANAÃ,ES,Sudeste,12510
3205002,SERRA,ES,Sudeste,527240
3205010,SOORETAMA,ES,Sudeste,30680
3205036,VARGEM ALTA,ES,Sudeste,21591
3205069,VENDA NOVA DO IMIGRANTE,ES,Sudeste,25745
3205101,VIANA,ES,Sudeste,79500
3205150,VILA PAVÃO,ES,Sudeste,9244
3205176,VILA VALÉRIO,ES,Sudeste,14073
3205200,VILA VELHA,ES,Sudeste,501325
3205309,VITÓRIA,ES,Sudeste,365855
3300100,ANGRA DOS REIS,RJ,Sudeste,207044
3300159,APERIBÉ,RJ,Sudeste,11901
3300209,ARARUAMA,RJ,Sudeste,134293
3300225,AREAL,RJ,Sudeste,12669
3300233,ARMAÇÃO DOS BÚZIOS,RJ,Sudeste,34477
3300258,ARRAIAL DO CABO,RJ,Sudeste,30593
3300308,BARRA DO PIRAÍ,RJ,Sudeste,100764
3300407,BARRA MANSA,RJ,Sudeste,184833
3300456,BELFORD ROXO,RJ,Sudeste,513118
3300506,BOM JARDIM,RJ,Sudeste,27616
3300605,BOM JESUS DO ITABAPOANA,RJ,Sudeste,37203
3300704,CABO FRIO,RJ,Sudeste,230378
3300803,CACHOEIRAS DE MACACU,RJ,Sudeste,59303
3300902,CAMBUCI,RJ,Sudeste,15514
3300936,CARAPEBUS,RJ,Sudeste,16586
3300951,COMENDADOR LEVY GASPARIAN,RJ,Sudeste,8576
3301009,CAMPOS DOS GOYTACAZES,RJ,Sudeste,511168
3301108,CANTAGALO,RJ,Sudeste,20168
3301157,CARDOSO MOREIRA,RJ,Sudeste,12821
3301207,CARMO,RJ,Sudeste,19030
3301306,CASIMIRO DE ABREU,RJ,Sudeste,45041
3301405,CONCEIÇÃO DE MACABU,RJ,Sudeste,23398
3301504,CORDEIRO,RJ,Sudeste,22041
3301603,DUAS BARRAS,RJ,Sudeste,11528
3301702,DUQUE DE CAXIAS,RJ,Sudeste,924624
3301801,ENGENHEIRO PAULO DE FRONTIN,RJ,Sudeste,14071
3301850,GUAPIMIRIM,RJ,Sudeste,61388
3301876,IGUABA GRANDE,RJ,Sudeste,28837
3301900,ITABORAÍ,RJ,Sudeste,242543
3302007,ITAGUAÍ,RJ,Sudeste,134819
3302056,ITALVA,RJ,Sudeste,15299
3302106,ITAOCARA,RJ,Sudeste,23222
3302205,ITAPERUNA,RJ,Sudeste,103800
3302254,ITATIAIA,RJ,Sudeste,32064
3302270,JAPERI,RJ,Sudeste,105548
3302304,LAJE DO MURIAÉ,RJ,Sudeste,7326
3302403,MACAÉ,RJ,Sudeste,261501
3302452,MACUCO,RJ,Sudeste,5623
3302502,MAGÉ,RJ,Sudeste,246433
3302601,MANGARATIBA,RJ,Sudeste,45220
3302700,MARICÁ,RJ,Sudeste,164504
3302809,MENDES,RJ,Sudeste,18648
3302858,MESQUITA,RJ,Sudeste,176569
3302908,MIGUEL PEREIRA,RJ,Sudeste,25581
3303005,MIRACEMA,RJ,Sudeste,27154
3303104,NATIVIDADE,RJ,Sudeste,15311
3303203,NILÓPOLIS,RJ,Sudeste,162693
3303302,NITERÓI,RJ,Sudeste,515317
3303401,NOVA FRIBURGO,RJ,Sudeste,191158
3303500,NOVA IGUAÇU,RJ,Sudeste,823302
3303609,PARACAMBI,RJ,Sudeste,52683
3303708,PARAÍBA DO SUL,RJ,Sudeste,44518
3303807,PARATY,RJ,Sudeste,43680
3303856,PATY DO ALFERES,RJ,Sudeste,27858
3303906,PETRÓPOLIS,RJ,Sudeste,306678
3303955,PINHEIRAL,RJ,Sudeste,25364
3304003,PIRAÍ,RJ,Sudeste,29545
3304102,PORCIÚNCULA,RJ,Sudeste,18960
3304110,PORTO REAL,RJ,Sudeste,19974
3304128,QUATIS,RJ,Sudeste,14435
3304144,QUEIMADOS,RJ,Sudeste,151335
3304151,QUISSAMÃ,RJ,Sudeste,25126
3304201,RESENDE,RJ,Sudeste,132312
3304300,RIO BONITO,RJ,Sudeste,60573
3304409,RIO CLARO,RJ,Sudeste,18605
3304508,RIO DAS FLORES,RJ,Sudeste,9344
3304524,RIO DAS OSTRAS,RJ,Sudeste,155193
3304557,RIO DE JANEIRO,RJ,Sudeste,6747815
3304607,SANTA MARIA MADALENA,RJ,Sudeste,10392
3304706,SANTO ANTÔNIO DE PÁDUA,RJ,Sudeste,42594
3304755,SÃO FRANCISCO DE ITABAPOANA,RJ,Sudeste,42210
3304805,SÃO FIDÉLIS,RJ,Sudeste,38710
3304904,SÃO GONÇALO,RJ,Sudeste,1091737
3305000,SÃO JOÃO DA BARRA,RJ,Sudeste,36423
3305109,SÃO JOÃO DE MERITI,RJ,Sudeste,472906
3305133,SÃO JOSÉ DE UBÁ,RJ,Sudeste,7206
3305158,SÃO JOSÉ DO VALE DO RIO PRETO,RJ,Sudeste,21916
3305208,SÃO PEDRO DA ALDEIA,RJ,Sudeste,106049
3305307,SÃO SEBASTIÃO DO ALTO,RJ,Sudeste,9387
3305406,SAPUCAIA,RJ,Sudeste,18249
3305505,SAQUAREMA,RJ,Sudeste,90583
3305554,SEROPÉDICA,RJ,Sudeste,83092
3305604,SILVA JARDIM,RJ,Sudeste,21774
3305703,SUMIDOURO,RJ,Sudeste,15667
3305752,TANGUÁ,RJ,Sudeste,34610
3305802,TERESÓPOLIS,RJ,Sudeste,184240
3305901,TRAJANO DE MORAES,RJ,Sudeste,10640
3306008,TRÊS RIOS,RJ,Sudeste,82142
3306107,VALENÇA,RJ,Sudeste,76869
3306156,VARRE-SAI,RJ,Sudeste,11106
3306206,VASSOURAS,RJ,Sudeste,37083
3306305,VOLTA REDONDA,RJ,Sudeste,273988
3500105,ADAMANTINA,SP,Sudeste,35111
3500204,ADOLFO,SP,Sudeste,3554
3500303,AGUAÍ,SP,Sudeste,36648
3500402,ÁGUAS DA PRATA,SP,Sudeste,8221
3500501,ÁGUAS DE LINDÓIA,SP,Sudeste,18808
3500550,ÁGUAS DE SANTA BÁRBARA,SP,Sudeste,6109
3500600,ÁGUAS DE SÃO PEDRO,SP,Sudeste,3521
3500709,AGUDOS,SP,Sudeste,37401
3500758,ALAMBARI,SP,Sudeste,6129
3500808,ALFREDO MARCONDES,SP,Sudeste,4184
3500907,ALTAIR,SP,Sudeste,4186
3501004,ALTINÓPOLIS,SP,Sudeste,16203
3501103,ALTO ALEGRE,SP,Sudeste,4088
3501152,ALUMÍNIO,SP,Sudeste,18767
3501202,ÁLVARES FLORENCE,SP,Sudeste,3647
3501301,ÁLVARES MACHADO,SP,Sudeste,24998
3501400,ÁLVARO DE CARVALHO,SP,Sudeste,5274
3501509,ALVINLÂNDIA,SP,Sudeste,3237
3501608,AMERICANA,SP,Sudeste,242018
3501707,AMÉRICO BRASILIENSE,SP,Sudeste,41032
3501806,AMÉRICO DE CAMPOS,SP,Sudeste,5981
3501905,AMPARO,SP,Sudeste,72677
3502002,ANALÂNDIA,SP,Sudeste,5056
3502101,ANDRADINA,SP,Sudeste,57202
3502200,ANGATUBA,SP,Sudeste,25479
3502309,ANHEMBI,SP,Sudeste,6819
3502408,ANHUMAS,SP,Sudeste,4144
3502507,APARECIDA,SP,Sudeste,36185
3502606,APARECIDA D'OESTE,SP,Sudeste,4158
3502705,APIAÍ,SP,Sudeste,24226
3502754,ARAÇARIGUAMA,SP,Sudeste,22860
3502804,ARAÇATUBA,SP,Sudeste,198129
3502903,ARAÇOIABA DA SERRA,SP,Sudeste,34776
3503000,ARAMINA,SP,Sudeste,5655
3503109,ARANDU,SP,Sudeste,6365
3503158,ARAPEÍ,SP,Sudeste,2460
3503208,ARARAQUARA,SP,Sudeste,238339
3503307,ARARAS,SP,Sudeste,135506
3503356,ARCO-ÍRIS,SP,Sudeste,1773
3503406,AREALVA,SP,Sudeste,8613
3503505,AREIAS,SP,Sudeste,3896
3503604,AREIÓPOLIS,SP,Sudeste,11158
3503703,ARIRANHA,SP,Sudeste,9761
3503802,ARTUR NOGUEIRA,SP,Sudeste,55340
3503901,ARUJÁ,SP,Sudeste,91157
3503950,ASPÁSIA,SP,Sudeste,1818
3504008,ASSIS,SP,Sudeste,105087
3504107,ATIBAIA,SP,Sudeste,144088
3504206,AURIFLAMA,SP,Sudeste,15253
3504305,AVAÍ,SP,Sudeste,5436
3504404,AVANHANDAVA,SP,Sudeste,13859
3504503,AVARÉ,SP,Sudeste,91232
3504602,BADY BASSITT,SP,Sudeste,17761
3504701,BALBINOS,SP,Sudeste,5934
3504800,BÁLSAMO,SP,Sudeste,9139
3504909,BANANAL,SP,Sudeste,10993
3505005,BARÃO DE ANTONINA,SP,Sudeste,3498
3505104,BARBOSA,SP,Sudeste,7468
3505203,BARIRI,SP,Sudeste,35558
3505302,BARRA BONITA,SP,Sudeste,36126
3505351,BARRA DO CHAPÉU,SP,Sudeste,5760
3505401,BARRA DO TURVO,SP,Sudeste,7632
3505500,BARRETOS,SP,Sudeste,122833
3505609,BARRINHA,SP,Sudeste,33180
3505708,BARUERI,SP,Sudeste,276982
3505807,BASTOS,SP,Sudeste,20953
3505906,BATATAIS,SP,Sudeste,62980
3506003,BAURU,SP,Sudeste,379297
3506102,BEBEDOURO,SP,Sudeste,77555
3506201,BENTO DE ABREU,SP,Sudeste,3005
3506300,BERNARDINO DE CAMPOS,SP,Sudeste,11158
3506359,BERTIOGA,SP,Sudeste,64723
3506409,BILAC,SP,Sudeste,8117
3506508,BIRIGUI,SP,Sudeste,124883
3506607,BIRITIBA MIRIM,SP,Sudeste,32936
3506706,BOA ESPERANÇA DO SUL,SP,Sudeste,15018
3506805,BOCAINA,SP,Sudeste,12452
3506904,BOFETE,SP,Sudeste,11921
3507001,BOITUVA,SP,Sudeste,62170
3507100,BOM JESUS DOS PERDÕES,SP,Sudeste,25985
3507159,BOM SUCESSO DE ITARARÉ,SP,Sudeste,3984
3507209,BORÁ,SP,Sudeste,838
3507308,BORACÉIA,SP,Sudeste,4868
3507407,BORBOREMA,SP,Sudeste,16164
3507456,BOREBI,SP,Sudeste,2683
3507506,BOTUCATU,SP,Sudeste,148130
3507605,BRAGANÇA PAULISTA,SP,Sudeste,170533
3507704,BRAÚNA,SP,Sudeste,5741
3507753,BREJO ALEGRE,SP,Sudeste,2889
3507803,BRODOWSKI,SP,Sudeste,25277
3507902,BROTAS,SP,Sudeste,24636
3508009,BURI,SP,Sudeste,19965
3508108,BURITAMA,SP,Sudeste,17281
3508207,BURITIZAL,SP,Sudeste,4514
3508306,CABRÁLIA PAULISTA,SP,Sudeste,4243
3508405,CABREÚVA,SP,Sudeste,50429
