cod_municipio,municipio,uf,regiao,populacao
2505352,DAMIÃO,PB,Nordeste,5370
2505402,DESTERRO,PB,Nordeste,8315
2505501,VISTA SERRANA,PB,Nordeste,3824
2505600,DIAMANTE,PB,Nordeste,6528
2505709,DONA INÊS,PB,Nordeste,10413
2505808,DUAS ESTRADAS,PB,Nordeste,3582
2505907,EMAS,PB,Nordeste,3539
2506004,ESPERANÇA,PB,Nordeste,33199
2506103,FAGUNDES,PB,Nordeste,11215
2506202,FREI MARTINHO,PB,Nordeste,2989
2506251,GADO BRAVO,PB,Nordeste,8303
2506301,GUARABIRA,PB,Nordeste,59115
2506400,GURINHÉM,PB,Nordeste,14127
2506509,GURJÃO,PB,Nordeste,3453
2506608,IBIARA,PB,Nordeste,5903
2506707,IMACULADA,PB,Nordeste,11848
2506806,INGÁ,PB,Nordeste,18144
2506905,ITABAIANA,PB,Nordeste,24419
2507002,ITAPORANGA,PB,Nordeste,24828
2507101,ITAPOROROCA,PB,Nordeste,18823
2507200,ITATUBA,PB,Nordeste,11016
2507309,JACARAÚ,PB,Nordeste,14450
2507408,JERICÓ,PB,Nordeste,7745
2507507,JOÃO PESSOA,PB,Nordeste,817511
2507606,JUAREZ TÁVORA,PB,Nordeste,7976
2507705,JUAZEIRINHO,PB,Nordeste,18298
2507804,JUNCO DO SERIDÓ,PB,Nordeste,7195
2507903,JURIPIRANGA,PB,Nordeste,10793
2508000,JURU,PB,Nordeste,9849
2508109,LAGOA,PB,Nordeste,4653
2508208,LAGOA DE DENTRO,PB,Nordeste,7737
2508307,LAGOA SECA,PB,Nordeste,27617
2508406,LASTRO,PB,Nordeste,2718
2508505,LIVRAMENTO,PB,Nordeste,7265
2508554,LOGRADOURO,PB,Nordeste,4369
2508604,LUCENA,PB,Nordeste,13214
2508703,MÃE D'ÁGUA,PB,Nordeste,3999
2508802,MALTA,PB,Nordeste,5752
2508901,MAMANGUAPE,PB,Nordeste,45136
2509008,MANAÍRA,PB,Nordeste,10972
2509057,MARCAÇÃO,PB,Nordeste,8653
2509107,MARI,PB,Nordeste,21866
2509156,MARIZÓPOLIS,PB,Nordeste,6654
2509206,MASSARANDUBA,PB,Nordeste,13998
2509305,MATARACA,PB,Nordeste,8539
2509339,MATINHAS,PB,Nordeste,4515
2509370,MATO GROSSO,PB,Nordeste,2926
2509396,MATURÉIA,PB,Nordeste,6630
2509404,MOGEIRO,PB,Nordeste,13261
2509503,MONTADAS,PB,Nordeste,5738
2509602,MONTE HOREBE,PB,Nordeste,4842
2509701,MONTEIRO,PB,Nordeste,33433
2509800,MULUNGU,PB,Nordeste,9932
2509909,NATUBA,PB,Nordeste,10451
2510006,NAZAREZINHO,PB,Nordeste,7286
2510105,NOVA FLORESTA,PB,Nordeste,10626
2510204,NOVA OLINDA,PB,Nordeste,5920
2510303,NOVA PALMEIRA,PB,Nordeste,4959
2510402,OLHO D'ÁGUA,PB,Nordeste,6462
2510501,OLIVEDOS,PB,Nordeste,3961
2510600,OURO VELHO,PB,Nordeste,3046
2510659,PARARI,PB,Nordeste,1758
2510709,PASSAGEM,PB,Nordeste,2436
2510808,PATOS,PB,Nordeste,108192
2510907,PAULISTA,PB,Nordeste,12379
2511004,PEDRA BRANCA,PB,Nordeste,3802
2511103,PEDRA LAVRADA,PB,Nordeste,7899
2511202,PEDRAS DE FOGO,PB,Nordeste,28533
2511301,PIANCÓ,PB,Nordeste,16111
2511400,PICUÍ,PB,Nordeste,18720
2511509,PILAR,PB,Nordeste,11977
2511608,PILÕES,PB,Nordeste,6576
2511707,PILÕEZINHOS,PB,Nordeste,4955
2511806,PIRPIRITUBA,PB,Nordeste,10584
2511905,PITIMBU,PB,Nordeste,19275
2512002,POCINHOS,PB,Nordeste,18708
2512036,POÇO DANTAS,PB,Nordeste,3882
2512077,POÇO DE JOSÉ DE MOURA,PB,Nordeste,4337
2512101,POMBAL,PB,Nordeste,32802
2512200,PRATA,PB,Nordeste,4238
2512309,PRINCESA ISABEL,PB,Nordeste,23549
2512408,PUXINANÃ,PB,Nordeste,13741
2512507,QUEIMADAS,PB,Nordeste,44179
2512606,QUIXABA,PB,Nordeste,1983
2512705,REMÍGIO,PB,Nordeste,19798
2512721,PEDRO RÉGIS,PB,Nordeste,6114
2512747,RIACHÃO,PB,Nordeste,3619
2512754,RIACHÃO DO BACAMARTE,PB,Nordeste,4541
2512762,RIACHÃO DO POÇO,PB,Nordeste,4540
2512788,RIACHO DE SANTO ANTÔNIO,PB,Nordeste,1974
2512804,RIACHO DOS CAVALOS,PB,Nordeste,8541
2512903,RIO TINTO,PB,Nordeste,24218
2513000,SALGADINHO,PB,Nordeste,3931
2513109,SALGADO DE SÃO FÉLIX,PB,Nordeste,12131
2513158,SANTA CECÍLIA,PB,Nordeste,6541
2513208,SANTA CRUZ,PB,Nordeste,6581
2513307,SANTA HELENA,PB,Nordeste,5871
2513356,SANTA INÊS,PB,Nordeste,3593
2513406,SANTA LUZIA,PB,Nordeste,15426
2513505,SANTANA DE MANGUEIRA,PB,Nordeste,5129
2513604,SANTANA DOS GARROTES,PB,Nordeste,6986
2513653,JOCA CLAUDINO,PB,Nordeste,2639
2513703,SANTA RITA,PB,Nordeste,137349
2513802,SANTA TERESINHA,PB,Nordeste,4562
2513851,SANTO ANDRÉ,PB,Nordeste,2509
2513901,SÃO BENTO,PB,Nordeste,34344
2513927,SÃO BENTINHO,PB,Nordeste,4566
2513943,SÃO DOMINGOS DO CARIRI,PB,Nordeste,2630
2513968,SÃO DOMINGOS,PB,Nordeste,3097
2513984,SÃO FRANCISCO,PB,Nordeste,3384
2514008,SÃO JOÃO DO CARIRI,PB,Nordeste,4184
2514107,SÃO JOÃO DO TIGRE,PB,Nordeste,4415
2514206,SÃO JOSÉ DA LAGOA TAPADA,PB,Nordeste,7626
2514305,SÃO JOSÉ DE CAIANA,PB,Nordeste,6376
2514404,SÃO JOSÉ DE ESPINHARAS,PB,Nordeste,4656
2514453,SÃO JOSÉ DOS RAMOS,PB,Nordeste,5998
2514503,SÃO JOSÉ DE PIRANHAS,PB,Nordeste,20329
2514552,SÃO JOSÉ DE PRINCESA,PB,Nordeste,3950
2514602,SÃO JOSÉ DO BONFIM,PB,Nordeste,3588
2514651,SÃO JOSÉ DO BREJO DO CRUZ,PB,Nordeste,1811
2514701,SÃO JOSÉ DO SABUGI,PB,Nordeste,4147
2514800,SÃO JOSÉ DOS CORDEIROS,PB,Nordeste,3618
2514909,SÃO MAMEDE,PB,Nordeste,7702
2515005,SÃO MIGUEL DE TAIPU,PB,Nordeste,7410
2515104,SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,Nordeste,11728
2515203,SÃO SEBASTIÃO DO UMBUZEIRO,PB,Nordeste,3512
2515302,SAPÉ,PB,Nordeste,52804
2515401,SÃO VICENTE DO SERIDÓ,PB,Nordeste,10848
2515500,SERRA BRANCA,PB,Nordeste,13754
2515609,SERRA DA RAIZ,PB,Nordeste,3131
2515708,SERRA GRANDE,PB,Nordeste,2916
2515807,SERRA REDONDA,PB,Nordeste,7021
2515906,SERRARIA,PB,Nordeste,6068
2515930,SERTÃOZINHO,PB,Nordeste,5089
2515971,SOBRADO,PB,Nordeste,7815
2516003,SOLÂNEA,PB,Nordeste,26227
2516102,SOLEDADE,PB,Nordeste,15102
2516151,SOSSÊGO,PB,Nordeste,3594
2516201,SOUSA,PB,Nordeste,69723
2516300,SUMÉ,PB,Nordeste,17031
2516409,TACIMA,PB,Nordeste,10969
2516508,TAPEROÁ,PB,Nordeste,15441
2516607,TAVARES,PB,Nordeste,14759
2516706,TEIXEIRA,PB,Nordeste,15248
2516755,TENÓRIO,PB,Nordeste,3081
2516805,TRIUNFO,PB,Nordeste,9464
2516904,UIRAÚNA,PB,Nordeste,15300
2517001,UMBUZEIRO,PB,Nordeste,9911
2517100,VÁRZEA,PB,Nordeste,2841
2517209,VIEIRÓPOLIS,PB,Nordeste,5372
2517407,ZABELÊ,PB,Nordeste,2255
2600054,ABREU E LIMA,PE,Nordeste,100346
2600104,AFOGADOS DA INGAZEIRA,PE,Nordeste,37404
2600203,AFRÂNIO,PE,Nordeste,19810
2600302,AGRESTINA,PE,Nordeste,25065
2600401,ÁGUA PRETA,PE,Nordeste,37082
2600500,ÁGUAS BELAS,PE,Nordeste,43686
2600609,ALAGOINHA,PE,Nordeste,14718
2600708,ALIANÇA,PE,Nordeste,38397
2600807,ALTINHO,PE,Nordeste,22984
2600906,AMARAJI,PE,Nordeste,22870
2601003,ANGELIM,PE,Nordeste,11226
2601052,ARAÇOIABA,PE,Nordeste,20733
2601102,ARARIPINA,PE,Nordeste,84864
2601201,ARCOVERDE,PE,Nordeste,74822
2601300,BARRA DE GUABIRABA,PE,Nordeste,14510
2601409,BARREIROS,PE,Nordeste,42764
2601508,BELÉM DE MARIA,PE,Nordeste,12122
2601607,BELÉM DO SÃO FRANCISCO,PE,Nordeste,20730
2601706,BELO JARDIM,PE,Nordeste,76687
2601805,BETÂNIA,PE,Nordeste,12765
2601904,BEZERROS,PE,Nordeste,60880
2602001,BODOCÓ,PE,Nordeste,38378
2602100,BOM CONSELHO,PE,Nordeste,48767
2602209,BOM JARDIM,PE,Nordeste,39983
2602308,BONITO,PE,Nordeste,38117
2602407,BREJÃO,PE,Nordeste,8987
2602506,BREJINHO,PE,Nordeste,7488
2602605,BREJO DA MADRE DE DEUS,PE,Nordeste,51225
2602704,BUENOS AIRES,PE,Nordeste,13190
2602803,BUÍQUE,PE,Nordeste,58919
2602902,CABO DE SANTO AGOSTINHO,PE,Nordeste,208944
2603009,CABROBÓ,PE,Nordeste,34503
2603108,CACHOEIRINHA,PE,Nordeste,20501
2603207,CAETÉS,PE,Nordeste,28904
2603306,CALÇADO,PE,Nordeste,11018
2603405,CALUMBI,PE,Nordeste,5747
2603454,CAMARAGIBE,PE,Nordeste,158899
2603504,CAMOCIM DE SÃO FÉLIX,PE,Nordeste,18900
2603603,CAMUTANGA,PE,Nordeste,8572
2603702,CANHOTINHO,PE,Nordeste,24773
2603801,CAPOEIRAS,PE,Nordeste,20048
2603900,CARNAÍBA,PE,Nordeste,19609
2603926,CARNAUBEIRA DA PENHA,PE,Nordeste,13025
2604007,CARPINA,PE,Nordeste,84395
2604106,CARUARU,PE,Nordeste,365278
2604155,CASINHAS,PE,Nordeste,14368
2604205,CATENDE,PE,Nordeste,43340
2604304,CEDRO,PE,Nordeste,11891
2604403,CHÃ DE ALEGRIA,PE,Nordeste,13556
2604502,CHÃ GRANDE,PE,Nordeste,21815
2604601,CONDADO,PE,Nordeste,26590
2604700,CORRENTES,PE,Nordeste,18268
2604809,CORTÊS,PE,Nordeste,12560
2604908,CUMARU,PE,Nordeste,10192
2605004,CUPIRA,PE,Nordeste,24173
2605103,CUSTÓDIA,PE,Nordeste,37375
2605152,DORMENTES,PE,Nordeste,19079
2605202,ESCADA,PE,Nordeste,69292
2605301,EXU,PE,Nordeste,31766
2605400,FEIRA NOVA,PE,Nordeste,22247
2605459,FERNANDO DE NORONHA,PE,Nordeste,3101
2605509,FERREIROS,PE,Nordeste,12170
2605608,FLORES,PE,Nordeste,22618
2605707,FLORESTA,PE,Nordeste,33184
2605806,FREI MIGUELINHO,PE,Nordeste,15546
2605905,GAMELEIRA,PE,Nordeste,31318
2606002,GARANHUNS,PE,Nordeste,140577
2606101,GLÓRIA DO GOITÁ,PE,Nordeste,30751
2606200,GOIANA,PE,Nordeste,80055
2606309,GRANITO,PE,Nordeste,7537
2606408,GRAVATÁ,PE,Nordeste,84699
2606507,IATI,PE,Nordeste,19241
2606606,IBIMIRIM,PE,Nordeste,29412
2606705,IBIRAJUBA,PE,Nordeste,7768
2606804,IGARASSU,PE,Nordeste,118370
2606903,IGUARACY,PE,Nordeste,12247
2607000,INAJÁ,PE,Nordeste,23645
2607109,INGAZEIRA,PE,Nordeste,4543
2607208,IPOJUCA,PE,Nordeste,97669
2607307,IPUBI,PE,Nordeste,31187
2607406,ITACURUBA,PE,Nordeste,4966
2607505,ITAÍBA,PE,Nordeste,26308
2607604,ILHA DE ITAMARACÁ,PE,Nordeste,26672
2607653,ITAMBÉ,PE,Nordeste,36471
2607703,ITAPETIM,PE,Nordeste,13553
2607752,ITAPISSUMA,PE,Nordeste,26900
2607802,ITAQUITINGA,PE,Nordeste,17006
2607901,JABOATÃO DOS GUARARAPES,PE,Nordeste,706867
2607950,JAQUEIRA,PE,Nordeste,11644
2608008,JATAÚBA,PE,Nordeste,17228
2608057,JATOBÁ,PE,Nordeste,14850
2608107,JOÃO ALFREDO,PE,Nordeste,33328
2608206,JOAQUIM NABUCO,PE,Nordeste,16011
2608255,JUCATI,PE,Nordeste,11485
2608305,JUPI,PE,Nordeste,14922
2608404,JUREMA,PE,Nordeste,15431
2608453,LAGOA DO CARRO,PE,Nordeste,18252
2608503,LAGOA DE ITAENGA,PE,Nordeste,21460
2608602,LAGOA DO OURO,PE,Nordeste,13224
2608701,LAGOA DOS GATOS,PE,Nordeste,16318
2608750,LAGOA GRANDE,PE,Nordeste,25849
2608800,LAJEDO,PE,Nordeste,40589
2608909,LIMOEIRO,PE,Nordeste,56198
2609006,MACAPARANA,PE,Nordeste,25472
2609105,MACHADOS,PE,Nordeste,16321
2609154,MANARI,PE,Nordeste,21776
2609204,MARAIAL,PE,Nordeste,11220
2609303,MIRANDIBA,PE,Nordeste,15470
2609402,MORENO,PE,Nordeste,63294
2609501,NAZARÉ DA MATA,PE,Nordeste,32573
2609600,OLINDA,PE,Nordeste,393115
2609709,OROBÓ,PE,Nordeste,23935
2609808,OROCÓ,PE,Nordeste,15152
2609907,OURICURI,PE,Nordeste,69969
2610004,PALMARES,PE,Nordeste,63500
2610103,PALMEIRINA,PE,Nordeste,7600
2610202,PANELAS,PE,Nordeste,26456
2610301,PARANATAMA,PE,Nordeste,11566
2610400,PARNAMIRIM,PE,Nordeste,22106
2610509,PASSIRA,PE,Nordeste,28894
2610608,PAUDALHO,PE,Nordeste,56933
2610707,PAULISTA,PE,Nordeste,334376
2610806,PEDRA,PE,Nordeste,22668
2610905,PESQUEIRA,PE,Nordeste,67735
2611002,PETROLÂNDIA,PE,Nordeste,36901
2611101,PETROLINA,PE,Nordeste,354317
2611200,POÇÃO,PE,Nordeste,11305
2611309,POMBOS,PE,Nordeste,27148
2611408,PRIMAVERA,PE,Nordeste,15101
2611507,QUIPAPÁ,PE,Nordeste,26175
2611533,QUIXABA,PE,Nordeste,6805
2611606,RECIFE,PE,Nordeste,1653461
2611705,RIACHO DAS ALMAS,PE,Nordeste,20646
2611804,RIBEIRÃO,PE,Nordeste,47616
2611903,RIO FORMOSO,PE,Nordeste,23628
2612000,SAIRÉ,PE,Nordeste,9764
2612109,SALGADINHO,PE,Nordeste,11068
2612208,SALGUEIRO,PE,Nordeste,61249
2612307,SALOÁ,PE,Nordeste,15862
2612406,SANHARÓ,PE,Nordeste,26890
2612455,SANTA CRUZ,PE,Nordeste,15558
2612471,SANTA CRUZ DA BAIXA VERDE,PE,Nordeste,12650
2612505,SANTA CRUZ DO CAPIBARIBE,PE,Nordeste,109897
2612554,SANTA FILOMENA,PE,Nordeste,14562
2612604,SANTA MARIA DA BOA VISTA,PE,Nordeste,42100
2612703,SANTA MARIA DO CAMBUCÁ,PE,Nordeste,14223
2612802,SANTA TEREZINHA,PE,Nordeste,11865
2612901,SÃO BENEDITO DO SUL,PE,Nordeste,16069
2613008,SÃO BENTO DO UNA,PE,Nordeste,60042
2613107,SÃO CAITANO,PE,Nordeste,37368
2613206,SÃO JOÃO,PE,Nordeste,22899
2613305,SÃO JOAQUIM DO MONTE,PE,Nordeste,21398
2613404,SÃO JOSÉ DA COROA GRANDE,PE,Nordeste,21586
2613503,SÃO JOSÉ DO BELMONTE,PE,Nordeste,34021
2613602,SÃO JOSÉ DO EGITO,PE,Nordeste,34056
2613701,SÃO LOURENÇO DA MATA,PE,Nordeste,114079
2613800,SÃO VICENTE FÉRRER,PE,Nordeste,18085
2613909,SERRA TALHADA,PE,Nordeste,86915
2614006,SERRITA,PE,Nordeste,19196
2614105,SERTÂNIA,PE,Nordeste,36050
2614204,SIRINHAÉM,PE,Nordeste,46361
2614303,MOREILÂNDIA,PE,Nordeste,11270
2614402,SOLIDÃO,PE,Nordeste,6021
2614501,SURUBIM,PE,Nordeste,65647
2614600,TABIRA,PE,Nordeste,28704
2614709,TACAIMBÓ,PE,Nordeste,12859
2614808,TACARATU,PE,Nordeste,26106
2614857,TAMANDARÉ,PE,Nordeste,23623
2615003,TAQUARITINGA DO NORTE,PE,Nordeste,29127
2615102,TEREZINHA,PE,Nordeste,7198
2615201,TERRA NOVA,PE,Nordeste,10206
2615300,TIMBAÚBA,PE,Nordeste,52802
2615409,TORITAMA,PE,Nordeste,46164
2615508,TRACUNHAÉM,PE,Nordeste,13813
2615607,TRINDADE,PE,Nordeste,30816
2615706,TRIUNFO,PE,Nordeste,15243
2615805,TUPANATINGA,PE,Nordeste,27551
2615904,TUPARETAMA,PE,Nordeste,8256
2616001,VENTUROSA,PE,Nordeste,18661
2616100,VERDEJANTE,PE,Nordeste,9553
2616183,VERTENTE DO LÉRIO,PE,Nordeste,7571
2616209,VERTENTES,PE,Nordeste,20954
2616308,VICÊNCIA,PE,Nordeste,32772
2616407,VITÓRIA DE SANTO ANTÃO,PE,Nordeste,139583
2616506,XEXÉU,PE,Nordeste,14757
2700102,ÁGUA BRANCA,AL,Nordeste,20230
2700201,ANADIA,AL,Nordeste,17526
2700300,ARAPIRACA,AL,Nordeste,233047
2700409,ATALAIA,AL,Nordeste,47365
2700508,BARRA DE SANTO ANTÔNIO,AL,Nordeste,16068
2700607,BARRA DE SÃO MIGUEL,AL,Nordeste,8378
2700706,BATALHA,AL,Nordeste,18338
2700805,BELÉM,AL,Nordeste,4284
2700904,BELO MONTE,AL,Nordeste,6710
2701001,BOCA DA MATA,AL,Nordeste,27356
2701100,BRANQUINHA,AL,Nordeste,10460
2701209,CACIMBINHAS,AL,Nordeste,10889
2701308,CAJUEIRO,AL,Nordeste,21331
2701357,CAMPESTRE,AL,Nordeste,6954
2701407,CAMPO ALEGRE,AL,Nordeste,57537
2701506,CAMPO GRANDE,AL,Nordeste,9567
2701605,CANAPI,AL,Nordeste,17719
2701704,CAPELA,AL,Nordeste,16979
2701803,CARNEIROS,AL,Nordeste,9159
2701902,CHÃ PRETA,AL,Nordeste,7311
2702009,COITÉ DO NÓIA,AL,Nordeste,10643
2702108,COLÔNIA LEOPOLDINA,AL,Nordeste,21818
2702207,COQUEIRO SECO,AL,Nordeste,5864
2702306,CORURIPE,AL,Nordeste,57294
2702355,CRAÍBAS,AL,Nordeste,24309
2702405,DELMIRO GOUVEIA,AL,Nordeste,52262
2702504,DOIS RIACHOS,AL,Nordeste,11067
2702553,ESTRELA DE ALAGOAS,AL,Nordeste,18255
2702603,FEIRA GRANDE,AL,Nordeste,22178
2702702,FELIZ DESERTO,AL,Nordeste,4779
2702801,FLEXEIRAS,AL,Nordeste,12807
2702900,GIRAU DO PONCIANO,AL,Nordeste,41237
2703007,IBATEGUARA,AL,Nordeste,15627
2703106,IGACI,AL,Nordeste,25613
2703205,IGREJA NOVA,AL,Nordeste,24586
2703304,INHAPI,AL,Nordeste,18392
2703403,JACARÉ DOS HOMENS,AL,Nordeste,5219
2703502,JACUÍPE,AL,Nordeste,7006
2703601,JAPARATINGA,AL,Nordeste,8403
2703700,JARAMATAIA,AL,Nordeste,5761
2703759,JEQUIÁ DA PRAIA,AL,Nordeste,11536
2703809,JOAQUIM GOMES,AL,Nordeste,24081
2703908,JUNDIÁ,AL,Nordeste,4137
2704005,JUNQUEIRO,AL,Nordeste,24722
2704104,LAGOA DA CANOA,AL,Nordeste,17771
2704203,LIMOEIRO DE ANADIA,AL,Nordeste,28771
2704302,MACEIÓ,AL,Nordeste,1025360
2704401,MAJOR ISIDORO,AL,Nordeste,19864
2704500,MARAGOGI,AL,Nordeste,33032
2704609,MARAVILHA,AL,Nordeste,9004
2704708,MARECHAL DEODORO,AL,Nordeste,52380
2704807,MARIBONDO,AL,Nordeste,13193
2704906,MAR VERMELHO,AL,Nordeste,3494
2705002,MATA GRANDE,AL,Nordeste,25207
2705101,MATRIZ DE CAMARAGIBE,AL,Nordeste,24634
2705200,MESSIAS,AL,Nordeste,18031
2705309,MINADOR DO NEGRÃO,AL,Nordeste,5322
2705408,MONTEIRÓPOLIS,AL,Nordeste,7165
2705507,MURICI,AL,Nordeste,28333
2705606,NOVO LINO,AL,Nordeste,12764
2705705,OLHO D'ÁGUA DAS FLORES,AL,Nordeste,21738
2705804,OLHO D'ÁGUA DO CASADO,AL,Nordeste,9441
2705903,OLHO D'ÁGUA GRANDE,AL,Nordeste,5128
2706000,OLIVENÇA,AL,Nordeste,11657
2706109,OURO BRANCO,AL,Nordeste,11535
2706208,PALESTINA,AL,Nordeste,5037
2706307,PALMEIRA DOS ÍNDIOS,AL,Nordeste,73337
2706406,PÃO DE AÇÚCAR,AL,Nordeste,24351
2706422,PARICONHA,AL,Nordeste,10539
2706448,PARIPUEIRA,AL,Nordeste,13332
2706505,PASSO DE CAMARAGIBE,AL,Nordeste,15258
2706604,PAULO JACINTO,AL,Nordeste,7560
2706703,PENEDO,AL,Nordeste,63846
2706802,PIAÇABUÇU,AL,Nordeste,17848
2706901,PILAR,AL,Nordeste,35212
2707008,PINDOBA,AL,Nordeste,2905
2707107,PIRANHAS,AL,Nordeste,25183
2707206,POÇO DAS TRINCHEIRAS,AL,Nordeste,14418
2707305,PORTO CALVO,AL,Nordeste,27249
2707404,PORTO DE PEDRAS,AL,Nordeste,7701
2707503,PORTO REAL DO COLÉGIO,AL,Nordeste,20112
2707602,QUEBRANGULO,AL,Nordeste,11248
2707701,RIO LARGO,AL,Nordeste,75394
2707800,ROTEIRO,AL,Nordeste,6649
2707909,SANTA LUZIA DO NORTE,AL,Nordeste,7320
2708006,SANTANA DO IPANEMA,AL,Nordeste,47819
2708105,SANTANA DO MUNDAÚ,AL,Nordeste,10687
2708204,SÃO BRÁS,AL,Nordeste,6969
2708303,SÃO JOSÉ DA LAJE,AL,Nordeste,23996
2708402,SÃO JOSÉ DA TAPERA,AL,Nordeste,32405
2708501,SÃO LUÍS DO QUITUNDE,AL,Nordeste,34692
2708600,SÃO MIGUEL DOS CAMPOS,AL,Nordeste,61797
2708709,SÃO MIGUEL DOS MILAGRES,AL,Nordeste,8013
2708808,SÃO SEBASTIÃO,AL,Nordeste,34290
2708907,SATUBA,AL,Nordeste,13936
2708956,SENADOR RUI PALMEIRA,AL,Nordeste,13921
2709004,TANQUE D'ARCA,AL,Nordeste,6138
2709103,TAQUARANA,AL,Nordeste,20072
2709152,TEOTÔNIO VILELA,AL,Nordeste,44372
2709202,TRAIPU,AL,Nordeste,27826
2709301,UNIÃO DOS PALMARES,AL,Nordeste,65790
2709400,VIÇOSA,AL,Nordeste,25693
2800100,AMPARO DE SÃO FRANCISCO,SE,Nordeste,2380
2800209,AQUIDABÃ,SE,Nordeste,21681
2800308,ARACAJU,SE,Nordeste,664908
2800407,ARAUÁ,SE,Nordeste,9947
2800506,AREIA BRANCA,SE,Nordeste,18686
2800605,BARRA DOS COQUEIROS,SE,Nordeste,30930
2800670,BOQUIM,SE,Nordeste,26899
2800704,BREJO GRANDE,SE,Nordeste,8353
2801009,CAMPO DO BRITO,SE,Nordeste,18218
2801108,CANHOBA,SE,Nordeste,4006
2801207,CANINDÉ DE SÃO FRANCISCO,SE,Nordeste,30402
2801306,CAPELA,SE,Nordeste,34514
2801405,CARIRA,SE,Nordeste,22239
2801504,CARMÓPOLIS,SE,Nordeste,16937
2801603,CEDRO DE SÃO JOÃO,SE,Nordeste,5913
2801702,CRISTINÁPOLIS,SE,Nordeste,18029
2801900,CUMBE,SE,Nordeste,3998
2802007,DIVINA PASTORA,SE,Nordeste,5215
2802106,ESTÂNCIA,SE,Nordeste,69556
2802205,FEIRA NOVA,SE,Nordeste,5601
2802304,FREI PAULO,SE,Nordeste,15556
2802403,GARARU,SE,Nordeste,11601
2802502,GENERAL MAYNARD,SE,Nordeste,3384
2802601,GRACCHO CARDOSO,SE,Nordeste,5824
2802700,ILHA DAS FLORES,SE,Nordeste,8521
2802809,INDIAROBA,SE,Nordeste,18149
2802908,ITABAIANA,SE,Nordeste,96142
2803005,ITABAIANINHA,SE,Nordeste,42166
2803104,ITABI,SE,Nordeste,4886
2803203,ITAPORANGA D'AJUDA,SE,Nordeste,34709
2803302,JAPARATUBA,SE,Nordeste,18907
2803401,JAPOATÃ,SE,Nordeste,13429
2803500,LAGARTO,SE,Nordeste,105221
2803609,LARANJEIRAS,SE,Nordeste,30080
2803708,MACAMBIRA,SE,Nordeste,6961
2803807,MALHADA DOS BOIS,SE,Nordeste,3699
2803906,MALHADOR,SE,Nordeste,12653
2804003,MARUIM,SE,Nordeste,17271
2804102,MOITA BONITA,SE,Nordeste,11348
2804201,MONTE ALEGRE DE SERGIPE,SE,Nordeste,15175
2804300,MURIBECA,SE,Nordeste,7639
2804409,NEÓPOLIS,SE,Nordeste,18703
2804458,NOSSA SENHORA APARECIDA,SE,Nordeste,8809
2804508,NOSSA SENHORA DA GLÓRIA,SE,Nordeste,37324
2804607,NOSSA SENHORA DAS DORES,SE,Nordeste,26795
2804706,NOSSA SENHORA DE LOURDES,SE,Nordeste,6496
2804805,NOSSA SENHORA DO SOCORRO,SE,Nordeste,185706
2804904,PACATUBA,SE,Nordeste,14540
2805000,PEDRA MOLE,SE,Nordeste,3285
2805109,PEDRINHAS,SE,Nordeste,9665
2805208,PINHÃO,SE,Nordeste,6627
2805307,PIRAMBU,SE,Nordeste,9359
2805406,POÇO REDONDO,SE,Nordeste,35122
2805505,POÇO VERDE,SE,Nordeste,23867
2805604,PORTO DA FOLHA,SE,Nordeste,28693
2805703,PROPRIÁ,SE,Nordeste,29692
2805802,RIACHÃO DO DANTAS,SE,Nordeste,19809
2805901,RIACHUELO,SE,Nordeste,10284
2806008,RIBEIRÓPOLIS,SE,Nordeste,18773
2806107,ROSÁRIO DO CATETE,SE,Nordeste,11008
2806206,SALGADO,SE,Nordeste,20025
2806305,SANTA LUZIA DO ITANHY,SE,Nordeste,14121
2806404,SANTANA DO SÃO FRANCISCO,SE,Nordeste,7844
2806503,SANTA ROSA DE LIMA,SE,Nordeste,3923
2806602,SANTO AMARO DAS BROTAS,SE,Nordeste,12151
2806701,SÃO CRISTÓVÃO,SE,Nordeste,91093
2806800,SÃO DOMINGOS,SE,Nordeste,11207
2806909,SÃO FRANCISCO,SE,Nordeste,3781
2807006,SÃO MIGUEL DO ALEIXO,SE,Nordeste,3947
2807105,SIMÃO DIAS,SE,Nordeste,40606
2807204,SIRIRI,SE,Nordeste,8970
2807303,TELHA,SE,Nordeste,3249
2807402,TOBIAS BARRETO,SE,Nordeste,52530
2807501,TOMAR DO GERU,SE,Nordeste,13535
2807600,UMBAÚBA,SE,Nordeste,25550
2900108,ABAÍRA,BA,Nordeste,8710
2900207,ABARÉ,BA,Nordeste,20347
2900306,ACAJUTIBA,BA,Nordeste,15187
2900355,ADUSTINA,BA,Nordeste,17126
2900405,ÁGUA FRIA,BA,Nordeste,17033
2900504,ÉRICO CARDOSO,BA,Nordeste,10560
2900603,AIQUARA,BA,Nordeste,4416
2900702,ALAGOINHAS,BA,Nordeste,152327
2900801,ALCOBAÇA,BA,Nordeste,22490
2900900,ALMADINA,BA,Nordeste,5366
2901007,AMARGOSA,BA,Nordeste,37441
2901106,AMÉLIA RODRIGUES,BA,Nordeste,25048
2901155,AMÉRICA DOURADA,BA,Nordeste,16090
2901205,ANAGÉ,BA,Nordeste,21607
2901304,ANDARAÍ,BA,Nordeste,13132
2901353,ANDORINHA,BA,Nordeste,14503
